phot,bg,filenumber,frame,numberInGroup,x,y,z,locprec,locprecz
24683.04,278.939,1,77528,6,535.0569,279.316,-21.75407,2.539735,7.983509
8841.951,71.47786,1,77643,2,462.611,270.2554,-110.5235,4.082734,12.83482
1513.381,34.66287,1,77662,1,576.5449,193.1482,-142.6562,12.53841,43.30095
2539.031,41.37041,1,77792,1,468.8438,211.0787,-89.29292,8.571467,29.26623
3270.56,50.70514,1,77817,1,424.9293,177.3997,-148.1831,7.850246,25.95599
2521.459,59.4123,1,77971,1,563.187,286.8,-78.67813,9.35057,32.88206
2231.281,68.17767,1,77973,1,559.889,279.2627,-92.86521,10.71517,38.67226
2161.628,31.99838,1,78000,1,589.8928,299.4007,-94.81244,9.137148,30.95624
10734.76,142.5007,1,78030,4,402.667,320.1134,-158.195,4.254413,13.64233
9793.343,221.6484,1,78073,4,551.8826,295.8954,-81.33778,4.623667,16.00222
2763.158,40.45612,1,78131,1,442.9377,0.9606476,-138.7767,8.356166,27.86276
3596.893,55.8169,1,78133,1,432.4337,-6.70668,-106.1968,7.200185,24.43232
2387.454,36.14064,1,78198,1,384.8752,237.841,-107.335,8.805764,29.76637
14410.42,195.8026,1,78281,5,532.3768,237.1604,-114.3251,3.52394,11.64973
3193.25,36.58814,1,78279,1,492.1192,282.2936,-168.7291,7.695975,24.19436
6421.163,83.40077,1,78361,2,531.6578,213.1711,-60.03949,5.093335,16.55949
2097.96,58.92466,1,78360,1,502.5563,217.1492,-26.54898,10.6307,36.85062
2474.897,48.35666,1,78387,1,529.632,248.3206,-13.71744,9.021954,29.8707
7896.271,103.8447,1,78426,3,368.2816,294.9821,-177.8516,5.070936,15.89386
7224.823,106.6501,1,78550,3,581.4985,252.182,-71.58456,4.948033,16.2905
3903.917,42.01674,1,78548,1,559.6768,228.3152,-138.3764,6.638108,21.44912
6881.68,128.8997,1,78564,3,465.3198,217.9419,-112.2777,5.398962,18.30443
2438.445,40.38172,1,78583,1,465.9295,19.25375,-174.8012,9.577084,30.72901
2998.527,42.33883,1,78585,1,459.0199,5.405182,-97.79559,7.704772,25.90294
3189.497,34.12851,1,78587,1,442.3584,1.766312,-111.5828,7.154376,23.40895
5330.142,71.23254,1,78734,2,336.0745,312.558,-16.19381,5.646434,18.16054
7920.492,77.16364,1,78736,2,324.623,201.892,-95.11284,4.433965,14.2723
17878,234.6379,1,78886,6,385.2187,171.4067,-152.3083,3.240271,10.23087
1591.156,35.47762,1,78881,1,374.0011,172.2704,-142.0117,12.10573,41.88343
15481.11,191.1639,1,78899,5,492.364,265.6857,-104.8989,3.254551,10.58045
2486.584,67.61611,1,78896,1,533.9271,238.6184,-48.0323,9.690808,33.71489
1550.991,34.22359,1,78933,1,310.8459,281.2203,-140.4624,12.22991,42.26282
3362.878,30.95441,1,78964,1,455.069,92.00618,-67.93491,6.659215,21.20433
2847.365,33.93412,1,79202,1,614.8015,172.7586,-59.492,7.543172,24.58369
3641.74,79.50872,1,79274,2,419.8195,175.3102,-147.471,8.012313,27.34569
30838.95,284.3957,1,79384,7,373.488,218.7148,-128.884,2.251792,7.059074
6375.987,38.91545,1,79379,1,252.8971,278.4469,-15.50571,4.554197,13.66312
1591.682,38.59388,1,79526,1,350.5977,315.1899,31.24311,12.17035,39.06645
5243.761,66.62764,1,79644,2,363.3458,199.0739,-118.8888,5.789177,19.14618
3319.021,45.92717,1,79646,1,403.2086,206.6465,-214.0936,8.480318,26.42062
2675.207,43.80124,1,79670,1,702.1698,194.6225,-116.5517,8.531941,28.99018
4938.36,80.36617,1,79684,2,335.431,245.0325,-112.7988,6.261666,21.12006
24340.65,314.0458,1,79888,9,458.8695,203.0875,-113.6854,2.718333,8.794594
2240.43,43.44872,1,79780,1,481.9717,212.0651,-150.992,9.989626,33.61141
3708.05,32.32985,1,79792,1,420.499,228.0432,-114.3345,6.442271,20.60732
2643.281,40.94975,1,79802,1,469.0591,194.9082,-150.4211,8.750751,28.88049
1604.334,31.44762,1,79887,1,421.045,234.3469,-50.9188,11.15431,37.71538
22809.21,220.7413,1,79898,6,544.7524,231.5723,-81.58624,2.546424,8.010878
3528.396,78.16321,1,80007,2,435.6858,259.7199,-146.7942,8.212477,27.99239
5629.466,86.41565,1,80023,2,557.957,286.4181,-100.9548,5.746475,19.43353
4425.213,37.47358,1,80222,1,418.5879,172.2517,-176.4359,6.292795,19.08571
10036.06,128.5293,1,80225,3,611.0401,112.731,-12.51259,4.088765,13.00979
4222.281,61.30909,1,80259,2,464.402,71.1168,-119.5311,6.621983,22.07113
16376.67,203.6016,1,80312,5,389.7763,271.6319,-64.32538,3.21085,10.36952
2543.809,37.87334,1,80402,1,495.2283,290.7179,-151.3719,8.855184,29.11912
9025.17,95.84442,1,80423,3,454.7722,93.27637,-84.71259,4.155789,13.33285
51806.74,634.7721,1,80508,19,341.9422,230.5188,-124.6133,1.836762,5.993629
3130.885,39.07551,1,80472,1,395.3846,263.0221,-105.7014,7.39431,24.53384
2968.951,28.37106,1,80506,1,449.6465,314.2973,-131.041,7.395043,23.85873
5246.2,72.54008,1,80526,2,311.7784,334.4173,-111.5516,5.825539,19.4191
5468.63,78.44423,1,80561,2,445.7911,193.5523,-80.31564,5.591009,18.22774
7546.502,67.13741,1,80563,2,437.1756,7.388383,-137.2111,4.616385,14.69129
3846.828,63.88948,1,80570,1,670.9289,369.4934,-132.7921,7.228532,24.4858
3331.611,32.72989,1,80574,1,619.8096,292.9224,-172.8891,7.388916,22.80851
1397.915,30.86029,1,80586,1,369.0095,276.1243,-120.932,12.61846,44.35063
2010.404,28.12066,1,80601,1,532.798,289.7789,-43.18241,9.246556,30.24169
4845.474,92.4964,1,80619,2,326.0236,212.4612,-179.9672,7.137969,23.15323
5690.183,84.8671,1,80624,2,445.856,221.5887,-95.76374,5.8795,18.86827
9397.433,133.2664,1,80664,3,608.5554,240.9787,-42.62923,4.277426,13.98686
3329.477,47.78835,1,80662,1,608.9493,255.2301,-0.1266791,7.307992,23.27262
1743.932,56.55529,1,80673,1,557.8535,182.5699,-54.49606,12.12416,43.30646
2877.961,81.80845,1,80708,1,450.2427,220.3542,-133.6931,9.546771,33.7982
37972.86,281.6406,1,80715,7,347.4242,301.6581,-160.2736,2.069467,6.328816
7165.622,98.8807,1,80731,3,565.5967,278.9411,-83.4437,4.930613,16.29775
1906.422,50.1039,1,80741,1,594.0554,191.1533,-72.07765,10.9961,39.03339
2103.265,42.66258,1,80745,1,585.8367,180.7143,-80.08832,9.864887,34.31849
2596.226,47.31006,1,80747,1,556.7295,182.0079,-175.5846,9.490377,30.64692
4384.69,80.82106,1,81097,2,464.4164,207.0472,-137.7606,7.069402,23.52504
27497.87,418.1063,1,81191,10,586.2731,209.6233,-57.74905,2.562911,8.453642
2447.236,34.61447,1,81176,1,571.2084,189.072,-69.1858,8.426908,28.06393
2492.605,58.83435,1,81189,1,584.6002,259.8517,-44.55756,9.335414,32.02217
4686.271,93.02596,1,81280,2,469.9317,74.24464,-120.0348,6.718544,23.15833
8339.015,98.32022,1,81344,3,546.456,282.4075,-82.1257,4.425898,14.44002
1693.27,36.411,1,81347,1,596.7805,254.5632,-34.25691,11.06588,37.48621
8317.26,128.0408,1,81357,3,380.8324,166.8152,-136.7228,4.85838,16.15311
7819.403,100.7301,1,81380,3,547.3931,166.1572,-58.9968,4.581389,14.8734
9747.363,152.3369,1,81551,4,618.3881,174.0789,-76.04717,4.300695,14.32083
1831.546,33.40016,1,81550,1,570.2791,136.899,-97.2812,10.42547,35.78658
8042.934,89.03417,1,81559,2,582.0506,288.6045,-22.28218,4.460416,14.05964
7772.753,107.0482,1,81653,3,438.9078,3.698235,-136.4493,4.88408,16.03716
10549.45,132.9616,1,81675,4,412.8867,233.157,-78.21111,3.979735,13.09408
3257.742,39.93149,1,81682,1,483.8574,206.6334,-77.28772,7.110895,23.53386
6219.768,68.34679,1,81694,2,311.6397,342.8152,-148.1571,5.338064,17.11628
12287.04,129.4947,1,81841,3,492.6079,204.6287,-148.7879,3.87861,12.34683
2052.028,39.53445,1,81840,1,575.5488,259.9541,-80.86099,9.88974,34.11375
3134.322,48.13691,1,81843,1,581.9055,238.4952,-169.0349,8.239935,26.45285
19637.36,225.355,1,81993,6,483.1037,259.6183,-129.0314,2.947739,9.589666
6351.388,55.70822,1,81992,1,460.8796,207.5954,-114.7954,4.920343,15.7834
2867.234,34.71889,1,82015,1,541.6287,300.0565,-109.7205,7.714436,25.4879
11128.4,186.8271,1,82054,4,570.33,171.511,-66.64185,4.086148,13.71999
3046.09,35.45726,1,82051,1,570.0133,139.0309,-97.31313,7.380105,24.28674
2140.792,36.81215,1,82064,1,670.6063,269.8702,-66.55978,9.389228,31.68124
12524.26,119.2848,1,82093,3,574.7704,208.5444,-47.33134,3.445503,10.8803
4095.978,39.49417,1,82191,1,421.3251,221.8883,-191.5339,6.868526,20.80336
12386.57,175.6052,1,82195,4,334.2753,234.1173,-154.6911,4.000088,13.00747
5513.115,57.50909,1,82213,2,569.467,198.0462,-67.5788,5.281857,16.89709
1746.337,37.07244,1,82244,1,418.9411,431.1204,-165.5715,11.78018,39.17956
1899.24,38.66346,1,82246,1,386.9351,178.3294,-212.5172,12.15606,39.0472
2544.001,34.38032,1,82254,1,439.7126,252.3187,-53.20915,8.175811,26.80833
6576.91,90.28252,1,82413,3,327.4923,252.2577,-156.4217,5.456137,17.54627
1888.784,37.61943,1,82412,1,326.3068,220.1142,-132.3623,10.76121,37.05676
2971.102,35.48471,1,82457,1,556.7551,168.568,-96.74345,7.493509,24.78744
2800.652,42.683,1,82484,1,628.699,168.3652,-108.9104,8.150308,27.60666
9907.124,133.922,1,82507,3,459.4603,83.39378,-43.83784,4.131955,13.28308
8993.486,168.5724,1,82604,4,659.8987,296.2513,-129.3327,4.852412,16.50931
5440.023,78.01283,1,82761,2,439.527,82.90061,-85.88073,5.625679,18.59751
19308.93,386.8618,1,82779,10,489.8687,265.725,-62.50743,3.252856,11.056
1705.133,38.48722,1,82776,1,479.6888,275.5389,-67.31717,11.1695,39.00513
1738.68,38.05744,1,82870,1,605.5374,288.9693,-136.1873,11.49428,39.88704
12894.82,124.3074,1,82939,4,607.3386,190.2328,-89.33549,3.437459,10.98595
2417.022,38.74262,1,82936,1,610.2226,153.243,31.53053,8.989077,27.88287
7028.359,124.0503,1,82993,3,379.7275,238.8048,-99.58904,5.244818,17.80363
6340.074,72.45023,1,83004,2,581.7512,278.5944,-126.6727,5.250926,16.9119
3687.039,34.13066,1,83013,1,621.1596,255.3758,-154.6103,6.775005,21.25307
1790.503,46.93526,1,83020,1,508.6297,223.9534,-119.1637,11.64506,41.42352
7474.791,121.7828,1,83026,3,416.5352,168.1098,-146.0575,5.180175,17.01588
2483.307,42.59505,1,83035,1,490.4211,206.6918,-117.5306,8.918308,30.56405
2868.042,32.38059,1,83082,1,533.5565,167.8645,-50.12453,7.42375,23.95541
8431.287,125.1793,1,83156,3,457.366,304.1481,-97.59949,4.643085,15.45737
2083.203,33.33981,1,83194,1,406.9868,152.644,-171.0947,10.20895,32.8919
3942.47,52.85644,1,83274,1,445.0358,154.5299,11.30383,6.670716,20.8813
2805.33,42.07893,1,83316,1,483.0591,208.705,-98.12662,8.048573,27.2489
16053.95,185.2209,1,83387,4,545.5968,207.3672,-80.6239,3.173081,10.37087
7317.703,129.8741,1,83476,3,321.1167,209.2843,-171.5418,5.626068,18.30552
9881.49,118.9106,1,83588,3,496.2897,208.0926,-163.0931,4.39927,13.95616
1551.879,33.62009,1,83586,1,493.0829,218.1045,-150.331,12.31336,41.89339
4520.277,56.20325,1,83620,2,541.7568,289.6256,-102.9163,6.168359,20.42921
4369.954,60.73149,1,83624,2,447.1512,92.8572,-102.5249,6.368588,21.18464
16136.45,209.2697,1,83676,6,450.847,275.2386,-103.9625,3.272708,10.85002
2437.068,30.91688,1,83671,1,469.225,283.5341,-188.9022,9.28695,28.92082
2964.402,47.86609,1,83710,1,544.6384,262.3119,-214.9501,9.312753,29.24747
27397.57,267.2153,1,83835,7,451.0566,214.6755,-84.29352,2.367743,7.623188
2090.761,32.05891,1,83829,1,489.4036,194.7551,-58.85006,9.217219,30.85194
6426.831,78.75586,1,83993,2,614.9471,231.7335,-74.76687,5.062345,16.70748
2495.86,37.71156,1,84009,1,459.2704,173.7797,-172.9454,9.258263,29.55566
1701.593,31.96642,1,84040,1,436.1255,177.1235,-97.71616,10.85732,37.48809
5424.907,82.41789,1,84177,2,597.9117,307.325,-93.94207,5.794003,19.49505
7759.606,89.75626,1,84256,3,577.269,229.821,-89.29015,4.602724,15.08268
1665.904,29.43056,1,84254,1,570.6924,203.0902,-123.7764,11.04407,37.80048
14343.86,144.6342,1,84355,3,357.6941,200.4428,-109.0998,3.349545,10.85412
1322.526,28.85535,1,84370,1,450.3762,95.90867,-61.21167,12.61879,43.35413
1861.188,33.44143,1,84427,1,373.7004,319.9919,-21.8505,10.15406,33.63831
2727.042,37.4171,1,84522,1,422.4986,213.8877,-77.0946,7.970716,26.52337
7392.468,92.69408,1,84550,3,583.8745,202.6049,-82.46917,4.745821,15.60108
3710.227,31.07672,1,84548,1,588.0549,188.6426,-80.1767,6.269444,20.01772
11218.8,97.49574,1,84564,3,376.5023,164.7424,-165.4089,3.910891,12.07715
1982.234,30.8378,1,84576,1,564.1499,260.4294,-99.0743,9.693383,32.75907
2497.04,47.29502,1,84635,1,578.1336,263.4731,-43.50222,8.856989,29.75303
16258.48,130.3324,1,84676,4,504.0274,182.5354,-72.49127,2.956191,9.323796
3550.853,39.35556,1,84674,1,534.2845,180.51,14.82246,6.786836,20.86118
7986.486,77.603,1,84678,2,585.8001,269.72,-44.90072,4.349453,13.76675
1822.697,44.18508,1,84794,1,358.0387,213.4282,-193.1787,12.53802,40.83379
7796.044,104.5207,1,84844,3,566.3277,197.6563,-73.13628,4.658791,15.40211
2184.383,36.4236,1,84857,1,354.4057,233.2957,-83.26934,9.271726,31.76367
8266.041,111.8392,1,84866,3,483.072,203.9223,-172.0246,4.96069,15.72106
9700.133,90.54628,1,85240,3,550.6086,252.0058,-84.60316,3.925609,12.46244
1825.51,32.17986,1,85238,1,555.8467,227.3038,-84.8399,10.28274,35.25163
1504.592,34.00073,1,85283,1,591.3018,205.33,-116.578,12.20761,42.93792
13970.18,183.1866,1,85319,5,544.7061,300.4952,-79.38401,3.478562,11.51389
7699.269,97.65288,1,85400,3,353.1599,264.0827,-143.4472,4.953323,15.94384
10055.56,172.4128,1,85625,5,490.1379,237.3378,-125.9293,4.48168,15.16948
3258.408,36.55005,1,85603,1,448.0202,178.6319,-174.3466,7.673407,23.83013
1713.457,31.73005,1,85622,1,476.5685,264.2535,-87.26878,10.729,37.18252
1849.708,32.12386,1,85697,1,504.9198,224.0429,-138.079,10.58079,35.82163
1663.862,29.20187,1,85725,1,515.2964,189.2381,-42.63387,10.6119,35.63271
14445.93,159.335,1,85745,4,427.8758,159.0692,-103.7445,3.389021,10.97669
3041.297,33.61924,1,85771,1,550.9443,160.5812,-105.8237,7.345405,24.07656
5797.628,84.84376,1,85882,2,405.0571,300.8527,-159.5021,5.963944,19.35158
15162.68,176.5555,1,85921,5,571.4895,295.0038,-77.96281,3.292324,10.71293
2908.835,33.52247,1,85932,1,724.5161,135.9981,-177.2199,8.201939,25.4336
1645.646,39.22647,1,86067,1,399.9986,170.435,-107.9906,11.73233,41.49957
4402.137,68.24344,1,86086,2,567.1934,183.1572,-62.38596,6.397902,21.40272
3119.771,32.6757,1,86085,1,553.4838,203.1636,-19.32154,7.052982,22.24411
2077.901,40.69262,1,86250,1,331.4598,200.8029,-142.2405,10.33312,35.09545
2582.862,62.35541,1,86307,1,480.1844,265.2195,-59.01843,9.216394,32.19027
10544.6,130.9106,1,86317,4,330.0635,267.4688,-115.3047,4.016547,13.08116
7985.164,122.1055,1,86375,3,595.7817,234.0102,-78.02985,4.747199,15.8729
2821.757,39.07985,1,86374,1,636.3671,189.0213,-75.44543,7.820369,26.19825
2919.241,30.53517,1,86424,1,600.3939,206.6791,-120.4003,7.503232,24.50097
16101.23,140.088,1,86472,4,510.4575,170.285,-54.79057,3.000103,9.465221
21213,189.8906,1,86545,5,330.9695,206.8552,-120.3165,2.695925,8.56192
7846.669,141.118,1,86611,3,410.7085,149.3489,-129.8273,5.090691,17.2755
2437.127,27.88058,1,86640,1,485.7292,215.2404,-166.5711,8.789724,27.63974
3288.533,35.65289,1,86655,1,390.0495,177.2702,-120.5758,7.109487,23.29563
13458.34,129.3727,1,86808,4,559.7618,164.5223,-75.70035,3.351131,10.74891
30713.38,215.0444,1,86965,7,530.5346,268.8048,-122.4977,2.171666,6.75563
8129.015,80.67766,1,87039,2,572.8686,132.6283,-62.94068,4.315505,13.72337
4115.384,55.9017,1,87088,2,428.3116,233.5372,-106.5704,6.585029,21.95837
2207.681,35.81898,1,87123,1,506.702,204.9459,-40.34168,9.064642,30.11979
23131.2,238.1716,1,87133,7,474.5655,289.1569,-121.2481,2.640136,8.477457
6351.474,102.8045,1,87191,3,518.6052,178.6022,-61.86524,5.353209,18.04988
19072.51,221.6913,1,87252,7,433.5555,237.2024,-98.3616,2.943796,9.609121
1441.102,28.65709,1,87251,1,361.1004,203.9257,-129.1504,12.2686,42.3564
5466.865,62.74873,1,87436,2,608.4079,195.319,-132.8475,5.641699,18.45306
1435.646,29.57581,1,87465,1,376.7923,310.2071,-150.8526,12.67515,42.74617
2023.659,41.05472,1,87609,1,309.9888,376.0163,-112.7858,10.21986,35.68397
13151.96,128.6104,1,87705,4,475.0143,207.8191,-121.8659,3.546733,11.22684
2331.459,31.87568,1,87703,1,446.8107,210.6739,-187.6861,9.648471,30.04722
10369.08,129.7217,1,87711,4,567.326,300.8524,-125.4479,4.130609,13.52074
5457.077,73.41845,1,87744,2,541.6068,178.2869,-86.20242,5.561106,18.44031
1619.928,33.72255,1,87877,1,396.9297,330.196,-112.2858,11.54019,40.0052
9049.902,90.89161,1,87968,3,524.6549,213.7542,-58.11361,4.097172,13.10874
10511.72,137.9647,1,87984,3,590.4838,330.0809,-99.29582,4.017744,13.10064
4641.143,67.60207,1,88122,2,328.2938,280.5298,-114.8491,6.323334,21.15423
8214.334,134.2489,1,88155,3,442.161,324.2018,-131.8286,4.911081,16.34456
14633.58,195.421,1,88203,5,476.393,205.7829,-87.56818,3.46037,11.25975
5877.05,31.38302,1,88185,1,480.0764,253.2197,-92.27138,4.714633,14.4989
2458.814,32.1292,1,88201,1,412.5516,185.1592,-213.2059,9.734679,30.21856
2614.948,40.84955,1,88295,1,494.9755,226.5314,-180.8909,9.23277,29.30658
9227.985,124.894,1,88318,4,417.3329,194.5022,-151.8544,4.654308,15.10682
2460.163,32.57782,1,88427,1,319.6844,282.9731,-127.172,8.584182,28.60081
2292.622,45.47796,1,88432,1,295.9213,345.3425,-140.8699,9.844803,33.59733
4520.083,68.43073,1,88491,2,565.377,305.1057,-76.74439,6.248939,20.78862
10991.87,126.4355,1,88517,4,600.3264,203.2699,-147.4809,4.062764,13.01889
6154.597,115.7898,1,88522,3,421.349,294.6645,-91.28178,5.681358,19.54609
2368.432,29.20859,1,88602,1,462.6309,208.2253,-161.9893,8.991863,28.56371
8363.721,119.1015,1,88682,3,307.5521,290.5002,-139.5289,4.785572,15.84748
8934.727,152.2417,1,88692,4,659.9716,316.553,-71.27021,4.638643,15.29458
2159.251,27.09528,1,88686,1,682.4544,314.6124,-131.9615,9.137756,30.11142
3624.19,53.34268,1,88690,1,624.0726,232.5188,40.09655,7.238601,22.13112
9224.329,120.6053,1,88696,3,429.066,96.00179,-73.77938,4.282907,14.10045
18973.7,155.3457,1,88973,5,358.3185,199.8997,-144.7266,2.897425,9.032101
3031.264,35.25103,1,88969,1,360.0174,175.2977,-153.611,7.768308,24.83677
6040.278,65.27441,1,89005,2,583.6901,71.70031,-35.16972,5.057454,16.02274
3190.945,34.11676,1,89028,1,339.907,251.8228,-166.244,7.587303,23.77113
4446.926,61.91435,1,89066,2,495.9207,301.7279,-81.42165,6.176129,20.30417
2752.531,36.32351,1,89132,1,576.3788,227.1412,-94.43241,7.920746,26.44068
15700.03,164.9291,1,89255,5,558.9849,201.5759,-89.71754,3.16774,10.29917
3947.767,34.79606,1,89217,1,558.1519,213.9573,-110.2171,6.229311,19.96373
2231.253,33.72944,1,89253,1,536.7628,180.3227,-95.63365,9.0291,30.63619
2937.5,35.76244,1,89344,1,496.0641,282.1339,-148.2318,7.906328,25.59152
6993.701,98.48274,1,89400,3,335.6599,341.0975,-42.51339,4.931055,16.06452
19197.98,187.983,1,89432,6,424.9575,196.5931,-99.86568,2.853788,9.192447
2471.991,45.65443,1,89429,1,451.2096,191.3516,-163.4522,9.591161,31.43248
1386.232,29.27802,1,89440,1,600.243,168.7584,-12.41745,12.25731,41.07715
4241.231,87.134,1,89451,3,607.3607,197.192,-72.17908,6.932055,24.11438
1503.524,30.3133,1,89449,1,585.726,209.254,-81.79578,11.64226,40.56481
5035.549,89.27022,1,89456,3,322.2196,281.8102,-89.63085,6.209058,21.1971
1418.952,31.89634,1,89564,1,412.5262,240.9348,-66.02286,12.27915,42.58169
11055.26,139.0569,1,89572,4,678.7571,310.0056,-86.52503,3.902648,12.86512
5011.417,73.01697,1,89668,2,317.5667,342.513,-130.7541,6.181095,20.42609
5441.358,66.6636,1,89841,2,518.0468,177.1192,-78.63254,5.448098,17.74567
7271.568,109.7576,1,89934,3,297.684,235.2742,-163.9902,5.364367,17.34664
2118.235,41.88847,1,89932,1,284.3221,217.9315,-179.5881,10.80988,34.88121
1567.244,40.37315,1,90052,1,577.6954,325.5549,40.1428,12.53362,40.15419
16480.74,115.5727,1,90057,3,490.5798,145.3422,-70.97375,2.905797,8.978018
2791.303,33.38379,1,90058,1,316.8664,252.2619,-115.3791,7.83076,25.89561
2920.286,27.95407,1,90059,1,443.2971,218.6627,-164.6562,7.786431,24.08936
1683.071,42.2458,1,90084,1,464.469,196.4611,-102.9666,11.73831,41.60999
4358.708,81.92728,1,90090,2,366.5077,240.0797,-46.67709,6.777486,22.61542
7349.326,105.6677,1,90409,3,473.7487,301.4681,-113.1175,4.945611,16.51758
6739.174,92.30575,1,90488,3,612.9504,216.8711,-155.8375,5.40314,17.43118
2434.144,34.11955,1,90500,1,572.8873,282.0607,-107.3491,8.601086,28.84534
3786.357,34.30523,1,90511,1,599.8412,252.5566,-31.95314,6.236412,19.48458
26068.74,322.4543,1,90556,7,429.7635,299.293,-91.32588,2.50453,8.176799
151915.2,1306.666,1,90610,36,433.0663,285.2961,-98.07095,0.9871277,3.10681
3164.917,43.54033,1,90564,1,454.7513,317.5266,-86.23557,7.402025,24.91544
4157.216,40.1117,1,90576,1,432.3765,307.1572,-35.38645,6.002949,18.92752
2586.208,37.38395,1,90587,1,417.265,297.7212,-111.557,8.412665,28.28425
2225.61,40.87909,1,90605,1,434.3537,299.6469,-25.76028,9.305443,31.0797
13925.86,227.2451,1,90636,5,360.9332,182.3304,-97.88052,3.685999,12.47823
6213.207,72.11546,1,90681,2,427.7023,285.3018,-91.92242,5.110935,16.73396
1725.424,42.25534,1,90706,1,366.0742,200.7374,-162.126,12.26294,41.28107
6116.458,67.68837,1,90767,2,501.3199,303.3214,-82.55202,5.107639,16.73469
2539.295,44.01488,1,90811,1,664.3511,296.0888,-112.3546,8.848416,30.19606
2240.274,38.01954,1,90818,1,610.6196,286.6374,-108.2295,9.321553,31.90364
1809.655,32.64333,1,90820,1,555.9374,295.822,-71.45697,10.32824,35.30979
8562.783,132.1965,1,90854,3,473.4491,283.695,-140.1426,4.995699,15.9965
12867.18,136.8924,1,91002,4,577.4053,226.664,-44.39279,3.457275,10.97298
3315.605,33.23995,1,90973,1,562.4277,218.9284,-64.51099,6.789968,21.79551
2089.128,31.41536,1,91001,1,611.8372,246.3605,-90.38255,9.302975,31.52739
24289.64,410.7068,1,91304,10,489.6511,286.2698,-138.4842,2.919276,9.760797
1777.726,47.25628,1,91165,1,463.2043,285.1409,-51.17638,11.34443,39.926
2242.541,30.58413,1,91300,1,511.7034,305.2767,-145.0465,9.215652,30.22955
4968.741,81.17354,1,91343,2,555.7736,228.6082,-127.6308,6.323545,21.37154
2445.151,38.48814,1,91342,1,555.7112,228.8482,-133.5431,8.996002,30.17615
8446.283,129.2135,1,91386,4,332.3638,302.4887,-145.1568,4.869643,16.07071
4129.5,68.82491,1,91610,2,473.0354,244.7253,-121.9215,7.01265,23.17437
3855.678,100.3632,1,91674,2,340.7152,187.4154,-77.02475,7.747105,27.11625
2024.799,50.45173,1,91673,1,339.8407,171.0964,-101.4182,10.67922,37.80249
25256.41,337.0464,1,91892,9,609.4454,214.133,-91.77327,2.637611,8.605391
1882.88,34.82238,1,91745,1,604.38,205.7728,-96.26038,10.2595,35.54152
1588.263,29.70275,1,91889,1,618.937,213.428,-61.1329,11.04043,37.76343
8755.539,107.7473,1,92055,3,537.538,292.3962,-68.20148,4.331179,14.20338
4470.787,100.2191,1,92146,2,345.8062,186.7501,-82.5434,6.94119,24.25876
2698.423,36.79416,1,92145,1,337.8839,204.9086,-100.8731,8.091866,27.05791
9072.894,140.2816,1,92191,3,429.2776,305.5295,-46.74789,4.432965,14.63081
1855.514,35.22591,1,92316,1,355.9163,186.095,-100.1893,10.44244,36.07425
6102.303,80.26981,1,92505,2,456.8825,248.7665,-16.7712,5.339162,16.82026
2063.289,53.62797,1,92504,1,523.3044,202.0401,-13.4786,10.54365,36.07567
7130.824,145.0703,1,92529,3,324.1091,224.5892,-90.76104,5.36645,18.48739
3132.553,41.20821,1,92687,1,598.9842,197.6398,-114.3539,7.514477,25.10187
3293.884,44.87385,1,92771,1,394.1001,194.4156,-181.9376,8.022324,25.10599
1732.313,37.09592,1,92822,1,307.7949,220.7001,-161.1982,11.84392,39.40215
31958.52,278.0432,1,92861,6,467.9048,222.7328,-123.5705,2.240648,7.044846
6016.106,62.47463,1,92862,1,348.9024,229.178,-197.1339,5.797472,17.76402
4394.627,59.90372,1,93015,2,421.14,324.3189,-197.6963,7.155511,22.36793
3190.741,36.43907,1,93105,1,348.5414,335.3217,-157.0834,7.593372,24.10551
3628.277,68.91153,1,93209,2,568.4974,231.8839,-90.271,7.433951,25.65035
1750.686,37.78862,1,93342,1,311.3984,372.8169,-138.1693,11.42668,39.58821
7740.732,85.66283,1,93511,3,370.0756,261.6622,-93.83996,4.544159,14.8536
1852.54,41.21503,1,93523,1,479.9489,6.65387,-143.2099,11.29635,38.72988
4114.032,69.06545,1,93657,2,305.6761,220.1695,-114.1793,6.9045,23.52706
4087.828,80.64333,1,93721,2,397.757,259.0615,-51.98298,6.995851,23.87377
3380.266,33.16023,1,93825,1,576.368,303.0094,-88.12138,6.757472,21.9932
4402.235,63.69512,1,93870,2,433.833,208.126,-88.24871,6.31732,20.97765
2611.111,34.29685,1,93881,1,696.1612,329.1331,-71.30743,8.046559,26.7086
2927.511,46.94678,1,93883,1,701.6945,353.8304,-11.36351,7.909367,25.90587
8144.507,90.96147,1,93976,3,372.4493,183.4754,-144.6508,4.690547,14.85861
19490.17,163.0949,1,94025,5,345.7036,334.7546,-16.31591,2.717032,8.307253
4621.516,34.99134,1,94022,1,344.5106,340.4762,-7.016258,5.535793,16.80919
11764.68,164.0149,1,94072,4,363.5876,191.6087,-139.1999,4.012764,13.18285
2200.72,30.66164,1,94069,1,356.6683,179.7526,-134.47,9.243649,30.74158
9768.268,164.4289,1,94124,3,354.7627,186.4655,-115.1136,4.43115,14.9702
3445.778,66.82244,1,94122,1,311.3902,270.0917,22.21132,7.760372,24.85146
1774.929,34.39366,1,94147,1,355.036,235.2242,-103.1303,10.73638,37.29854
6942.007,102.0608,1,94253,3,505.8139,316.3613,-100.4632,5.08917,17.11777
