phot,bg,filenumber,frame,numberInGroup,x,y,z,locprec,locprecz
3042.117,61.94862,1,22487,1,525.9967,282.5678,-80.87505,8.227991,28.54866
1682.201,56.54814,1,22531,1,321.2239,191.5759,10.84464,12.75446,42.92007
66971.16,930.8846,1,22547,16,374.4503,274.3582,-97.66,1.591716,5.225692
1644.828,46.58659,1,22565,1,342.5928,304.2165,-163.5885,13.00735,44.46798
1729.033,43.22877,1,22580,1,355.9746,329.2441,-194.7094,12.97037,42.34566
1822.23,64.93564,1,22584,1,401.7307,299.5728,-60.13252,12.19254,44.06743
53337.04,737.5685,1,22682,9,574.9954,271.2372,-121.9262,1.84408,6.112245
4788.243,97.84574,1,22681,1,625.7679,303.3855,-107.6997,6.645108,23.09947
20195.08,480.1209,1,22720,7,361.2511,184.5915,-121.0037,3.461837,11.64615
2875.372,53.42125,1,22724,1,433.0556,14.88997,-59.04038,8.210401,27.9408
2727.575,50.14336,1,22727,1,435.1659,2.066437,-139.3441,8.840172,30.06947
2524.448,42.78085,1,22826,1,320.8577,298.6765,-118.7889,8.834574,30.24352
7810.696,160.5666,1,22873,2,460.8703,276.377,-102.2069,5.078566,17.38608
5933.546,79.64417,1,22872,1,475.4782,254.0298,-116.6939,5.494721,18.3512
25186.26,636.4258,1,22916,10,368.972,409.4455,-110.8054,3.054481,10.69412
4891.489,104.0822,1,22919,1,356.3889,331.1671,15.60769,6.632509,21.4798
3345.273,71.85995,1,22936,1,270.8538,211.9808,39.27452,8.237097,25.78548
8721.003,187.4962,1,23014,4,598.3505,262.8937,-74.712,4.827735,16.56792
2721.855,54.98304,1,23011,1,593.5818,248.2423,-76.85453,8.632559,29.96633
7063.4,137.1878,1,23034,3,598.689,123.51,-51.32101,5.310307,17.85877
11628.57,163.9853,1,23037,3,517.0651,231.8879,-27.67144,3.858109,12.52335
3016.388,63.20009,1,23038,1,457.2309,322.4686,-113.6582,8.430928,29.52419
25157.98,468.7756,1,23057,8,606.5535,203.3334,-159.9318,3.009433,9.847216
4960.074,61.50755,1,23080,1,640.3825,246.4486,-217.2869,6.817504,21.12222
5770.241,95.7567,1,23133,2,515.2238,222.023,-47.75985,5.642408,18.89873
3290.664,73.48414,1,23184,1,393.817,366.9326,37.03577,8.377679,26.34128
2018.92,58.34802,1,23186,1,378.2855,319.4282,-98.23758,11.06653,39.87653
17469.11,306.6945,1,23212,5,564.2339,276.3268,-87.52049,3.335328,11.29578
1997.725,60.1769,1,23268,1,723.317,265.2021,-119.8971,11.43066,41.30619
6109.499,128.8747,1,23276,2,469.4248,175.0498,-131.642,6.106606,20.74291
3083.901,65.3846,1,23275,1,452.2481,185.5074,-132.7148,8.534108,29.57718
2263.835,56.46794,1,23286,1,260.0888,250.0221,-82.07454,9.990958,35.57407
3531.492,69.3068,1,23288,1,304.9965,245.0994,-17.04089,7.550781,25.13387
28738.92,388.3055,1,23359,6,456.164,217.8045,-116.0675,2.515096,8.145437
5441.6,75.58501,1,23356,1,516.9445,227.3872,4.0199,5.681568,18.00543
17091.2,268.3642,1,23372,5,448.6392,86.18412,-108.8945,3.325426,11.17697
26810.5,268.8352,1,23421,5,495.7242,294.6341,-144.6304,2.538267,7.876814
2668.465,77.20232,1,23423,1,579.2176,326.6188,-55.80061,9.492934,33.65766
2186.194,52.15466,1,23439,1,429.5009,-6.214081,-147.5014,10.60333,36.50111
2238.208,39.29523,1,23456,1,595.5754,92.85899,-96.93799,9.321423,32.02022
19563.16,299.8492,1,23572,5,392.9059,176.1906,-148.9806,3.219823,10.47318
2767.939,56.0662,1,23571,1,360.8412,204.481,-125.7117,8.83987,30.68147
1970.807,55.21623,1,23623,1,472.133,267.6082,-83.57301,11.06841,39.72479
1976.398,62.44526,1,23702,1,576.3973,187.6041,-12.941,11.41407,39.50903
3868.365,109.9108,1,23832,2,352.1195,334.8337,-136.9588,8.249366,28.93861
2382.217,63.31969,1,23831,1,364.7488,319.2094,-82.0367,9.882113,35.3823
6337.938,118.7707,1,23837,2,234.9283,107.0034,-122.9602,5.747253,19.63971
8342.437,125.2278,1,23901,2,328.138,157.7618,-150.2035,4.899929,16.10182
1916.452,67.54653,1,24033,1,342.7512,282.0414,-136.1478,12.38144,44.98747
1949.756,64.68996,1,24035,1,335.7329,279.1884,-187.494,13.01488,43.62182
6557.595,157.631,1,24045,3,415.3984,170.9108,-133.8076,6.042338,21.0227
2747.332,67.34435,1,24117,1,291.4052,269.3521,-222.1296,10.81485,34.84916
2440.314,74.153,1,24139,1,477.7003,157.3439,-131.8787,10.52542,37.69424
2348.965,58.07065,1,24164,1,473.4431,101.1768,-146.1859,10.31764,35.55288
7465.935,153.8372,1,24174,3,608.887,133.5328,-99.31358,5.286737,18.3244
2147.197,43.71632,1,24178,1,501.8461,199.6529,-69.78381,9.699724,33.66202
1697.532,45.5393,1,24179,1,459.6683,80.8902,-36.00193,11.67223,40.41881
2939.836,74.53919,1,24226,1,496.7608,227.1536,-153.1293,9.324139,32.05444
13668.61,219.7263,1,24250,4,329.8407,230.2808,-181.2529,4.090435,13.00171
4446.027,49.46471,1,24338,1,342.2748,211.8087,-14.94489,5.987303,18.90647
9999.994,197.4493,1,24406,4,573.9388,228.1233,-84.76778,4.496936,15.47291
1847.953,51.89386,1,24492,1,345.9378,308.2389,-114.2992,11.59123,41.70628
2247.866,66.13832,1,24548,1,496.6967,227.8301,-126.0719,10.76652,38.7135
3121.531,51.02755,1,24568,1,360.4923,195.0622,-109.5971,7.822836,26.68604
4359.585,109.9857,1,24579,2,559.2935,160.323,-144.4875,7.689813,26.219
1912.918,68.16562,1,24585,1,481.5772,199.535,-80.96058,11.94322,43.97497
2848.392,62.87294,1,24606,1,332.8108,323.5895,-172.01,9.410275,31.08421
7300.646,116.0849,1,24624,2,498.3066,169.7005,-64.03445,5.047835,16.86324
9553.585,300.2304,1,24658,4,482.8458,283.2647,-90.01482,5.172394,18.55341
28680.42,241.5166,1,24743,5,600.6955,227.7177,-122.9797,2.32934,7.270712
27741.08,492.0774,1,24847,9,378.25,292.9321,-109.7166,2.66347,9.00361
3643.598,58.08434,1,24842,1,412.0711,288.3262,-203.5109,8.18478,25.78391
8384.868,154.9724,1,24923,3,497.673,194.3604,-50.13457,4.753129,15.99843
2882.228,58.13344,1,24963,1,372.5028,208.9587,-96.67901,8.461535,29.4866
11745.64,218.1085,1,24976,4,428.1471,15.55607,-135.7905,4.246162,14.46597
6577.003,119.4764,1,25044,2,413.9135,219.98,-151.0979,5.759527,19.19152
19900.87,351.1107,1,25117,6,493.9504,215.7316,-117.6595,3.197181,10.69624
2928.716,52.42051,1,25113,1,483.6151,212.9338,-136.5471,8.439071,28.77152
2722.354,38.98323,1,25124,1,740.2834,187.9173,-117.1303,8.226155,27.615
4293.885,127.1345,1,25144,2,557.6277,269.7432,-80.35315,7.614788,26.96666
1973.229,38.73532,1,25150,1,450.9307,313.603,-102.4991,10.19316,35.45662
7623.645,213.5203,1,25183,3,372.9841,177.2584,-147.7236,5.917748,20.63991
2283.016,63.47638,1,25182,1,399.6455,151.4094,-93.46817,10.27681,37.06474
1688.111,40.15902,1,25288,1,490.5561,207.5065,-126.5041,11.75553,41.54192
4081.726,55.91286,1,25307,1,492.2398,182.2495,8.964459,6.56706,20.67752
4773.329,70.77884,1,25308,1,571.08,165.8512,-79.35007,6.128357,20.59464
3731.106,66.93357,1,25310,1,494.9004,164.8611,7.100255,7.269797,23.4621
2598.628,68.30309,1,25316,1,425.2418,87.33917,-110.1362,9.595403,34.16954
7833.812,150.5027,1,25341,2,597.8482,154.1407,-57.59418,5.034133,17.06909
2305.902,79.70767,1,25345,1,503.3861,204.9404,-42.00874,10.68435,38.24558
8791.711,163.1305,1,25368,3,303.65,195.1502,-118.4317,4.856451,16.47235
10453.43,185.1565,1,25487,4,574.7058,282.0052,-84.20941,4.386866,14.54877
2720.093,47.67343,1,25467,1,577.2817,282.6813,-76.67765,8.394795,28.61631
2918.158,47.79652,1,25485,1,604.1179,282.5203,-75.99782,7.9691,27.04253
36781.38,368.9399,1,25497,7,334.2353,301.3856,-139.9937,2.127306,6.74156
16421.92,226.1229,1,25531,4,517.2905,286.1752,-70.45103,3.220892,10.63138
2372.307,45.3526,1,25530,1,583.9397,279.0674,-24.48005,9.127659,30.40685
1902.127,61.55341,1,25602,1,429.7363,309.0272,1.338875,11.76535,40.25817
4906.523,80.62489,1,25720,2,370.9643,199.8032,-84.04039,6.136009,20.90576
14490.88,188.292,1,25740,3,351.0418,286.8487,-122.4063,3.492831,11.42319
5836.662,66.47482,1,25739,1,342.1742,283.3549,-57.54646,5.21347,16.94066
27789.35,336.9302,1,25763,6,344.9347,299.7826,-111.2955,2.459177,7.983761
6169.427,63.97227,1,25758,1,374.4598,307.2261,-141.3174,5.255011,16.91434
9417.72,221.0314,1,25771,4,601.5674,197.0608,-88.29576,4.874588,17.05807
11451.18,213.2059,1,25813,4,333.0464,289.4962,-150.9162,4.377635,14.69996
2348.096,53.73871,1,25858,1,631.7341,251.6837,-28.34101,9.518969,32.52181
2593.375,41.71838,1,25880,1,591.9274,178.988,-51.58821,8.389733,27.93221
4213.16,50.34944,1,26008,1,546.5402,147.5345,-56.93146,6.205637,20.15127
2804.743,54.63147,1,26037,1,249.7762,173.3836,-54.61248,8.381552,28.57105
2062.452,54.89677,1,26053,1,297.0973,341.3362,-104.8101,10.81264,38.38427
44850.29,504.7768,1,26151,9,486.283,258.8287,-86.14609,1.881359,6.059929
3145.993,60.51673,1,26149,1,450.1318,266.7203,-53.26027,7.92477,26.85393
2206.615,62.38968,1,26162,1,604.5092,167.2455,-26.69638,10.43565,36.01067
2849.533,57.05626,1,26171,1,674.4141,268.6134,-119.1698,8.649067,29.95544
2094.059,52.6972,1,26198,1,430.3837,152.2294,-145.797,10.9644,37.97183
2718.567,50.37397,1,26222,1,546.3447,260.8613,-56.36816,8.452539,28.5477
4375.67,117.8837,1,26261,2,387.4507,46.45416,-64.0759,7.282918,25.81885
1961.005,78.83967,1,26294,1,289.4599,207.5617,-57.30194,12.2282,44.1827
7972.129,186.7715,1,26383,3,381.3151,185.86,-81.69563,5.36265,18.15111
1914.583,51.23998,1,26381,1,366.8784,178.1034,-41.62322,10.94028,38.22713
7581.832,139.8377,1,26415,3,305.9889,303.8398,-157.0449,5.49988,18.29786
3443.373,50.25776,1,26439,1,232.7326,107.8851,-129.9571,7.421948,24.91579
6751.019,107.552,1,26441,2,449.2592,201.3199,-154.7515,5.580719,18.21766
2523.094,65.7048,1,26620,1,739.1144,199.969,-85.11376,9.61096,34.23318
2768.888,73.03606,1,26631,1,511.8336,412.2917,-157.4589,9.822106,33.38514
6074.486,132.7094,1,26642,3,336.2543,238.2533,-133.5572,6.134047,21.02059
2017.745,61.16299,1,26681,1,539.6173,277.7028,-84.05601,11.21015,40.29932
2316.033,53.0524,1,26761,1,443.6728,66.70061,-119.4859,9.890859,34.80412
4551.358,120.5847,1,26829,2,350.4852,207.1525,-156.7625,7.667577,26.2011
6629.67,118.7791,1,27001,2,546.3259,275.1784,-22.50973,5.359301,17.59631
8983.027,247.9924,1,27047,3,577.0446,144.6295,-12.10167,5.118053,17.33189
10575.73,176.5536,1,27181,3,416.6133,272.4397,-159.8718,4.442147,14.5031
1960.3,47.69398,1,27180,1,356.6203,325.4598,-167.6885,11.5394,38.63683
8959.834,228.3933,1,27195,5,348.7521,317.3161,-121.0168,5.17689,18.18742
1967.544,39.7706,1,27186,1,341.415,311.3625,-164.3962,10.94654,36.34159
1923.261,41.38866,1,27190,1,330.9794,327.8995,-157.9905,11.15241,37.48048
1879.042,38.95031,1,27194,1,353.6184,324.6791,-177.8919,11.51843,37.59459
1905.326,40.28628,1,27197,1,341.3826,317.047,-178.704,11.5097,37.57305
2699.407,63.59666,1,27204,1,417.0159,332.1443,-66.63639,8.979482,31.32827
2800.098,51.42984,1,27228,1,326.5299,192.448,-63.16877,8.311415,28.22794
5752.734,128.521,1,27235,2,611.2015,186.7885,-77.68121,6.034606,20.75155
6724.416,112.275,1,27258,2,458.0092,239.0681,-73.51477,5.261582,17.79449
12450.2,177.7393,1,27264,4,375.4379,321.5313,-145.9737,3.959925,12.9302
9453.385,168.8404,1,27323,3,567.5515,258.5789,-10.73891,4.542387,14.73536
11255.92,303.7945,1,27372,5,328.5692,279.8566,-125.9159,4.691879,16.7034
2442.702,64.33196,1,27370,1,325.8873,269.8495,-82.04246,9.752712,34.92293
1775.412,50.92513,1,27489,1,599.5645,240.5228,-82.85655,11.6861,42.17875
10266,218.4421,1,27521,4,390.2983,266.6067,-82.49252,4.524152,15.63631
2428.381,47.20847,1,27528,1,318.6365,327.8655,-154.778,9.660624,32.26715
3900.082,98.38795,1,27531,2,314.278,206.4851,-177.3096,8.458462,28.04786
8824.194,102.6822,1,27560,3,554.5667,166.3649,-73.27887,4.236913,13.6899
2479.837,44.47329,1,27567,1,338.7274,223.2593,-132.8218,9.173618,31.25442
1515.849,46.34581,1,27645,1,520.7345,165.1346,2.131368,12.98749,44.12525
2816.423,56.5691,1,27649,1,546.1521,199.1133,-8.183843,8.504601,28.27969
2092.431,69.48396,1,27714,1,312.0565,287.0214,-189.6042,12.64076,42.16092
5655.155,92.00047,1,27828,2,396.6359,181.1988,-188.121,6.392527,20.26085
2141.928,69.9794,1,27846,1,704.8173,360.1647,-205.5428,12.8161,42.60994
5189.875,90.33865,1,27876,2,382.0596,169.4154,-137.8764,6.306573,21.34529
2199.545,53.71023,1,27885,1,461.5564,91.24035,-12.99673,10.08653,34.13058
6437.918,91.29259,1,27933,2,544.1882,189.2152,-63.75047,5.175547,17.15853
24241.01,383.7332,1,28073,7,321.1091,316.2103,-140.6782,2.845366,9.406281
5430.814,98.00549,1,28080,2,492.563,239.1737,-154.6728,6.249712,20.58937
2925.602,38.22916,1,28156,1,433.8945,17.04761,-167.3123,8.231524,26.18597
29696.3,405.7581,1,28253,6,437.0697,277.0345,-21.77976,2.400507,7.670125
67482.15,824.2578,1,28297,17,501.7688,178.0183,-73.26156,1.559016,5.091895
4187.945,50.08479,1,28286,1,551.0101,153.6651,-227.7066,7.536517,23.07662
18308.92,323.7765,1,28468,6,337.9312,208.8669,-130.9401,3.330727,11.10861
3917.078,44.91051,1,28466,1,341.4153,281.9418,-162.8432,6.894357,21.81087
3268.041,47.52412,1,28596,1,365.4998,290.169,-113.6093,7.485368,25.28615
2958.87,85.71593,1,28705,1,430.4436,154.0882,-105.6023,9.215965,33.10748
8600.089,203.3778,1,28852,3,341.423,309.7746,-145.515,5.242949,17.91858
2163.725,63.6153,1,28851,1,321.2797,240.8902,-113.8288,10.90771,39.15025
20417.72,251.7903,1,28861,4,246.7496,332.3506,8.123743,2.842996,8.704453
20456.18,374.8366,1,28878,7,401.9508,309.5861,-107.4328,3.113847,10.46488
1968.609,70.52885,1,28874,1,390.7406,332.2519,-93.68412,11.90067,43.58158
10761.67,192.361,1,28894,4,304.321,279.5456,-166.7662,4.618993,15.06753
24572.87,309.4663,1,28955,7,444.7263,176.2317,-97.88805,2.631964,8.688067
3281.435,44.37627,1,28976,1,439.6192,68.68515,-119.9935,7.408026,24.78709
9237.068,143.9631,1,29068,2,637.7836,233.1817,-60.23976,4.410236,14.78524
13096.87,221.3337,1,29081,5,448.0809,208.1976,-122.526,3.888911,13.14365
4092.28,55.77477,1,29122,1,399.1107,309.4028,-94.47864,6.531871,21.90383
2606.413,80.9677,1,29135,1,473.0601,337.2287,-210.8097,11.54618,38.27491
14118.51,163.8607,1,29248,3,514.9578,190.3586,-149.3082,3.615482,11.31559
3668.691,37.2397,1,29247,1,545.4702,178.4035,-54.60958,6.455718,20.64619
1791.809,66.36694,1,29415,1,492.5918,298.3216,14.46362,12.70757,43.1945
2389.846,61.54782,1,29437,1,466.9616,284.8619,-30.33941,9.74521,33.59984
1897.384,48.44224,1,29590,1,427.7664,235.2578,-74.99431,10.9964,38.67502
1849.427,55.58137,1,29608,1,482.9058,298.8696,-174.3828,12.70541,42.92501
2333.659,39.95473,1,29617,1,540.0375,202.0977,-61.17533,8.945145,30.27629
12298.27,210.6583,1,29646,4,416.8945,184.5933,-103.5332,3.955418,13.51948
10734.61,187.1085,1,29681,3,573.8531,144.2557,-51.73765,4.184453,13.9676
26074.47,237.6793,1,29690,6,407.5542,176.3916,-137.2711,2.48442,7.848204
10085.31,285.5454,1,29766,5,399.155,164.1332,-120.0917,4.998563,17.85542
2039.57,49.72509,1,29694,1,387.2762,154.4849,-117.1535,10.67676,37.92713
2038.173,48.6043,1,29698,1,411.7591,169.3816,-106.4192,10.53559,37.30368
1996.62,60.53548,1,29725,1,362.1987,157.8944,-158.0873,11.94892,41.40184
2591.847,52.44304,1,29765,1,428.0233,192.02,-147.9426,9.357255,31.67328
12998.75,211.6633,1,29804,4,525.281,160.4773,-70.8002,3.760041,12.70308
17876.19,363.2713,1,29952,6,446.0407,157.712,-72.87909,3.406641,11.64623
2875.726,100.3897,1,29948,1,442.1935,160.4719,-84.21983,9.744533,35.67532
60941.12,657.0759,1,30168,15,460.1166,183.9964,-121.6052,1.637194,5.245275
3696.795,45.14854,1,30160,1,429.4813,166.5699,-144.1567,7.022673,22.8273
3675.032,111.0294,1,30250,2,550.3037,289.8732,-98.8624,8.352612,29.99231
2280.304,46.77356,1,30316,1,540.0212,308.1502,-101.7326,9.613644,33.40923
12971.79,116.3618,1,30359,2,350.0588,264.6,-127.2182,3.439625,10.83728
2373.57,62.84349,1,30403,1,546.9537,289.194,-72.51151,9.925579,35.00306
5939.047,80.20644,1,30412,1,424.3562,271.9283,-48.40221,5.349291,17.47581
8374.088,190.0702,1,30418,3,448.8364,179.6999,-106.9392,5.13054,17.93565
2608.413,48.36737,1,30463,1,362.8444,220.1177,-195.6755,9.855615,31.48326
2541.267,60.16399,1,30476,1,398.4936,322.2765,-161.2121,9.991139,33.56091
3820.198,141.563,1,30556,2,532.1717,196.3883,-53.03358,8.487964,30.72448
11119.54,149.4573,1,30623,3,419.8378,240.19,-109.3025,3.954395,13.04035
4515.107,45.51741,1,30621,1,481.3292,214.7713,-179.1149,6.436607,19.78157
2247.101,49.83957,1,30626,1,367.3463,297.8115,-122.3911,9.980188,35.07517
4001.601,58.53586,1,30797,1,523.8529,74.60619,-179.1551,7.325727,23.23025
16453.49,230.42,1,30916,4,527.4592,201.0228,-64.05932,3.262382,10.48281
3687.813,59.87773,1,30828,1,481.3925,263.9909,-103.4348,7.174898,24.41388
2643.459,46.28082,1,30915,1,527.5625,166.7807,-123.9273,8.748588,29.98516
7397.89,120.5843,1,30946,2,564.5847,146.4254,-38.17654,4.909327,16.00438
5299.172,58.64695,1,30945,1,574.5684,151.0202,-89.24972,5.522727,18.10227
11103.75,152.2545,1,30960,3,437.1889,238.5388,-126.325,4.056116,13.41398
2046.703,40.66196,1,31077,1,345.6241,210.808,-151.5832,10.54009,35.42482
6310.005,111.2292,1,31084,2,448.3288,89.42259,-96.31737,5.594841,18.87938
5578.82,104.3285,1,31326,2,473.8157,233.0183,-39.42422,5.898979,19.69104
2391.758,40.96214,1,31325,1,502.6028,212.7323,-30.76264,8.816698,29.36226
2005.874,47.36511,1,31348,1,323.6377,227.1703,-134.5677,10.91899,38.01549
8194.555,178.0365,1,31473,3,436.686,263.7538,-115.3661,5.217902,18.00159
11234.87,193.048,1,31480,4,335.8158,212.7984,-117.4373,4.240192,14.295
8277.979,150.2561,1,31530,3,567.4301,269.4962,-46.99765,4.812876,16.10987
5262.945,83.4833,1,31537,2,465.0479,253.0738,-135.4069,6.157929,20.4517
4627.05,63.81989,1,31554,1,523.1303,142.4788,-214.3805,7.188342,22.43329
16082.5,285.2319,1,31576,6,335.5866,229.5503,-141.1976,3.603378,11.88747
1958.406,50.70498,1,31609,1,583.7578,288.0641,-62.31626,10.81173,37.87336
3471.077,79.1497,1,31754,2,581.2037,234.7304,-52.84383,7.870147,27.2101
3330.5,39.89482,1,31753,1,595.8671,251.5094,-171.8038,7.639374,23.98823
4060.568,57.66013,1,31758,1,474.6485,221.4794,39.40637,6.791023,20.70917
5068.431,81.14455,1,31821,2,364.1458,313.5594,-127.6128,6.218184,20.9518
2576.134,46.48013,1,31824,1,599.5662,204.1538,-94.80549,8.72993,30.14301
8376.819,152.4921,1,31840,3,341.5984,248.4557,-181.0836,5.352168,17.30163
13563.28,145.3167,1,32020,3,578.7874,280.5149,-107.3089,3.466966,11.31263
3699.719,83.36256,1,32058,2,587.6251,119.4847,-97.41532,7.688763,26.96945
1725.722,52.3563,1,32059,1,346.6184,311.742,-129.5912,12.42754,44.7775
18687.88,256.3995,1,32071,5,525.0435,223.155,-54.49057,2.983868,9.722524
2075.329,50.26329,1,32230,1,329.0579,231.7826,-159.1864,11.11409,37.5079
2573.934,44.83782,1,32255,1,301.044,293.1486,-197.035,9.810032,31.12772
3342.344,56.17366,1,32273,1,318.6757,197.9858,-169.011,8.148081,26.28296
4732.532,47.93846,1,32274,1,397.1127,230.1271,22.97867,5.832182,17.58934
2191.06,61.41122,1,32306,1,203.084,205.8731,21.17533,10.71389,35.16161
2512.581,65.68987,1,32358,1,420.3491,221.6369,-81.27094,9.620449,34.14538
1843.68,43.58806,1,32384,1,584.9415,284.0596,-94.0228,11.01575,38.8549
1917.365,54.54077,1,32409,1,567.4645,210.5464,-103.0024,11.36721,40.77589
1961.191,39.90617,1,32414,1,341.6044,281.2804,-178.3997,11.23757,36.64028
5661.283,103.8212,1,32458,2,335.1539,355.9485,-151.9519,6.238832,20.80451
10056.98,115.0618,1,32482,2,491.6608,101.5913,-126.5484,4.132116,13.5459
4004.99,43.2277,1,32483,1,578.597,115.3251,-55.94642,6.240386,20.08096
7408.566,111.5377,1,32495,2,351.3647,278.7643,-192.4332,5.538221,17.48991
2775.198,55.62422,1,32511,1,673.3253,272.8831,-188.1532,9.60865,30.75521
15193.57,315.6232,1,32573,6,441.6877,193.8867,-128.1034,3.778859,12.83961
2030.958,52.07005,1,32570,1,456.2556,203.407,-169.8567,11.55303,38.62802
3338.583,39.53276,1,32591,1,464.4845,259.9846,-216.8244,8.256223,25.46904
1781.908,40.16775,1,32592,1,601.804,237.1278,-90.69286,11.0075,38.90355
2158.928,43.74015,1,32717,1,453.506,188.1157,-154.2856,10.34603,34.68325
2370.477,57.38089,1,32721,1,295.4898,196.4884,-173.0286,10.61433,35.03321
10770.11,214.0904,1,32735,4,604.6584,279.749,-93.72681,4.347103,14.96957
6344.451,176.1432,1,32740,3,370.7476,304.0013,-116.4992,6.33553,22.1215
2244.282,61.83448,1,32738,1,351.6098,294.5965,-89.62327,10.30201,37.20659
2426.079,53.52579,1,32742,1,348.7469,303.8506,-145.8035,9.821888,33.80203
2308.639,49.84671,1,32771,1,476.825,250.372,-64.29819,9.50647,32.83447
17574.59,306.2084,1,32845,6,416.8417,171.0052,-133.6072,3.432479,11.43825
35835.34,523.4644,1,32964,9,527.2573,215.061,-86.4438,2.177228,7.116627
2656.535,56.79681,1,32960,1,427.5436,197.5929,-75.62842,8.862461,30.86554
4511.661,112.5628,1,33056,2,548.278,227.116,-80.62851,7.112894,24.68102
5022.448,39.05854,1,33055,1,482.8376,218.0219,-213.1829,6.216345,18.6821
2014.195,63.32551,1,33090,1,324.9746,276.8362,-17.92311,11.21572,39.21895
2468.537,40.48328,1,33155,1,564.1444,218.825,-104.9316,8.790899,29.92132
2965.696,38.03292,1,33156,1,658.3257,185.5589,-82.19062,7.550247,25.14569
17893.04,341.6628,1,33213,7,579.0192,256.9546,-58.79956,3.278514,10.94535
2707.358,77.96072,1,33212,1,551.2676,243.2478,-219.2106,11.32506,36.85817
4124.703,89.17805,1,33277,2,450.4392,229.682,-71.33338,7.133395,24.6057
2793.255,48.97579,1,33276,1,484.9677,215.4853,-90.81344,8.296693,28.61418
2453.394,43.70546,1,33284,1,386.321,300.763,-143.8405,9.291308,31.33599
14623.45,252.6699,1,33343,4,595.6564,274.0478,-37.94001,3.626029,11.8728
22128.94,272.1322,1,33453,5,496.2496,208.6036,-62.48667,2.739092,8.868975
3676.602,34.18657,1,33506,1,547.9684,302.6597,-84.66187,6.424414,20.72636
3544.13,59.37209,1,33737,1,507.0776,250.4912,0.1367574,7.315309,23.61567
1556.882,42.5006,1,33739,1,486.8959,226.3527,-57.7323,12.22354,43.14116
2344.223,47.39089,1,33781,1,440.8327,4.107361,-176.3677,10.25229,33.38443
8232.114,132.3733,1,33828,3,341.8533,332.5184,-133.9555,4.912135,16.48324
5655.53,111.987,1,33879,2,342.1617,213.4374,-88.56796,6.000318,20.81858
6758.116,164.1837,1,33928,3,369.9096,292.3659,-82.76129,5.840034,20.10085
3954.064,60.30852,1,33951,1,221.6232,191.5821,-83.63966,6.772195,22.92599
7808.167,111.8268,1,34012,2,507.8517,231.7664,-33.55563,4.721676,15.44271
1786.418,40.78913,1,34016,1,306.5108,287.5308,-200.0378,12.62194,40.87554
10702.69,257.5142,1,34028,5,530.2561,296.9239,-90.644,4.577204,16.05552
23878.36,368.6366,1,34059,6,365.4078,222.7782,-94.01467,2.672956,8.729551
1785.677,42.4262,1,34063,1,348.8044,340.6611,-167.5116,12.03393,40.19546
1675.765,50.01037,1,34075,1,327.319,325.6261,-154.2939,12.9381,44.90702
2305.806,55.43011,1,34150,1,408.213,293.8861,-139.4676,10.25522,35.66737
54845.08,656.684,1,34208,13,424.3274,253.5315,-171.4411,1.880722,5.89349
3075.503,62.80782,1,34201,1,459.3108,294.6212,-130.8952,8.450354,29.309
1655.797,42.63358,1,34265,1,283.147,316.2311,-148.516,12.46735,42.89234
1569.565,38.53755,1,34289,1,708.8734,421.9178,-49.90461,11.84432,41.10184
19527.77,314.4464,1,34331,6,588.5276,225.9721,-93.67179,3.045939,10.16331
3119.449,58.16299,1,34332,1,444.0665,191.809,-129.2787,8.212217,28.16782
1736.957,43.62768,1,34336,1,328.2682,244.4765,-173.3214,12.51595,41.59876
6934.658,152.4037,1,34366,3,533.707,193.1008,-81.98513,5.537515,19.23269
8428.252,175.5782,1,34435,3,405.293,313.0058,-142.8588,5.259203,17.47
14073.21,131.4895,1,34446,3,584.8801,191.14,-92.00121,3.289399,10.59601
7834.47,181.9958,1,34468,3,330.4944,275.5899,-168.2436,5.737188,19.16882
4982.894,101.2052,1,34484,2,572.4796,89.95618,-43.25678,6.405814,21.78101
2121.561,51.10699,1,34568,1,474.6954,220.6457,-29.47729,10.15243,34.79644
23216.13,363.2981,1,34589,6,468.8003,43.27137,-77.48294,2.773643,9.192904
11693.23,222.5891,1,34593,4,552.2072,158.1331,-61.05636,4.123579,14.01817
16665.79,232.3604,1,34687,5,426.7054,224.5669,-91.50446,3.251125,10.86277
3390.8,78.64448,1,34689,1,439.497,226.0246,-8.726034,8.04329,26.93861
4733.584,101.2292,1,34755,2,614.1135,232.995,-118.3186,6.874234,23.10939
1989.302,40.67159,1,34754,1,621.3211,226.1483,-217.756,12.01167,38.58272
14591.6,344.4226,1,34773,7,353.4122,302.9166,-120.4213,4.027636,13.91172
4817.777,40.92921,1,34767,1,336.1237,291.8304,-155.683,5.859903,18.18548
11550.69,268.3566,1,34866,5,364.5745,207.5159,-135.833,4.604573,15.54541
17399.95,399.2695,1,35066,6,565.2448,139.8894,-56.57273,3.501221,12.05319
3178.222,50.86272,1,34928,1,594.53,123.6617,-30.97643,7.563281,24.89158
3696.773,52.83895,1,35064,1,517.5861,172.3691,-62.50898,6.852607,22.80293
17344.79,282.772,1,35082,5,334.022,224.223,-119.8671,3.347759,11.2535
3524.102,49.0308,1,35084,1,329.487,215.2388,-141.3441,7.362632,24.26654
6749.36,162.485,1,35138,3,548.633,299.6555,-87.64477,5.791178,20.21796
5669.163,114.051,1,35154,2,551.8331,91.41797,-123.9822,6.251276,21.05078
